2712.73708700 0.00252110 0.00252110
2712.62858200 0.00061306 0.00061306
2712.52008100 0.00041602 0.00041602
2712.41158500 0.00064760 0.00064760
2712.30309200 0.00182280 0.00182280
2712.19460500 0.00526499 0.00526499
2712.08612100 0.01215017 0.01215020
2711.97764200 0.00514898 0.00514898
2711.86916700 0.00184016 0.00184016
2711.76069700 0.00518465 0.00518465
2711.65223100 0.00281969 0.00281969
2711.54376900 0.00381772 0.00381772
2711.43531200 0.00370046 0.00370046
2711.32685900 0.00891760 0.00891760
2711.21841000 0.00554917 0.00554917
2711.10996500 0.00136961 0.00136961
2711.00152500 0.00302858 0.00302858
2710.89309000 0.00235266 0.00235266
2710.78465800 0.00066835 0.00066835
2710.67623100 0.00051945 0.00051945
2710.56780900 0.00095842 0.00095842
2710.45939000 0.00204872 0.00204872
2710.35097600 0.00210424 0.00210424
2710.24256600 0.00075602 0.00075602
2710.13416100 0.00051553 0.00051553
2710.02576000 0.00103542 0.00103542
2709.91736300 0.00054858 0.00054858
2709.80897100 0.00030932 0.00030932
2709.70058300 0.00032094 0.00032094
2709.59219900 0.00042871 0.00042871
2709.48382000 0.00099434 0.00099434
2709.37544500 0.00373331 0.00373331
2709.26707400 0.00251705 0.00251705
2709.15870800 0.00115658 0.00115658
2709.05034600 0.00233162 0.00233162
2708.94198800 0.00083226 0.00083226
2708.83363500 0.00089801 0.00089801
2708.72528600 0.00108825 0.00108825
2708.61694100 0.00066396 0.00066396
2708.50860100 0.00067100 0.00067100
2708.40026500 0.00121116 0.00121116
2708.29193300 0.00360684 0.00360684
2708.18360600 0.01298498 0.01298500
2708.07528300 0.00541144 0.00541144
2707.96696400 0.00187717 0.00187717
2707.85865000 0.00099091 0.00099091
2707.75034000 0.00084290 0.00084290
2707.64203400 0.00101191 0.00101191
2707.53373300 0.00048307 0.00048307
2707.42543600 0.00037174 0.00037173
2707.31714300 0.00057153 0.00057153
2707.20885500 0.00090255 0.00090255
2707.10057100 0.00258686 0.00258686
